DateTime,Open,High,Low,Close,Volume,Adj Close,InfluSum
20221107,3062.86,3088.19,3054.46,3077.82,320567097,3077.82,16142.511230999997
20221104,2997.0,3081.59,2997.0,3070.8,329806740,3070.8,26762.009571000002
20221103,2981.2,3003.72,2977.72,2997.81,259348567,2997.81,20063.660162
20221102,2960.65,3019.05,2954.95,3003.37,325078248,3003.37,18269.617217
20221101,2899.5,2969.2,2896.76,2969.2,319809578,2969.2,22480.418204
20221031,2893.2,2926.01,2885.09,2893.48,301994203,2893.48,25508.499722
20221028,2967.02,2974.24,2908.98,2915.93,292531308,2915.93,45072.62353099999
20221027,3005.04,3017.26,2981.69,2982.9,265608254,2982.9,24044.673758
20221026,2977.56,3028.35,2977.56,2999.5,268689492,2999.5,23141.217994000002
20221025,2969.16,3001.72,2944.26,2976.28,255554160,2976.28,25840.340361
20221024,3034.75,3064.42,2965.17,2977.56,298085356,2977.56,33116.408829
20221021,3038.04,3055.42,3026.96,3038.93,245254122,3038.93,16394.691418
20221020,3029.3,3070.26,3013.69,3035.05,244736145,3035.05,20795.987330999997
20221019,3073.26,3081.39,3044.38,3044.38,230895310,3044.38,19086.932606000002
20221018,3094.93,3099.92,3074.22,3080.96,245634757,3080.96,16893.534368
20221017,3060.52,3087.19,3052.71,3084.94,262608618,3084.94,17960.339966
20221014,3035.03,3084.27,3035.03,3071.99,277304061,3071.99,19494.227191
20221013,3008.3,3036.25,3004.5,3016.36,249683281,3016.36,19920.640636
20221012,2976.72,3025.51,2934.09,3025.51,248013557,3025.51,26047.611827
20221011,2978.06,2986.91,2953.5,2979.79,208635950,2979.79,15613.499703
20221010,3026.94,3029.45,2968.28,2974.15,243404828,2974.15,30181.729348
20220930,3042.17,3054.61,3021.93,3024.39,204115336,3024.39,18689.377263000002
20220929,3067.47,3076.76,3026.08,3041.2,230030416,3041.2,19690.806840999998
20220928,3089.1,3089.1,3044.86,3045.07,230098650,3045.07,21922.553527999997
20220927,3056.39,3094.04,3048.36,3093.86,232735303,3093.86,24337.294550000002
20220926,3067.57,3102.65,3048.51,3051.23,262698628,3051.23,23316.777792
20220923,3106.81,3124.66,3072.24,3088.37,243057719,3088.37,19909.038493
20220922,3098.77,3125.68,3092.82,3108.91,221140689,3108.91,21911.466422999998
20220921,3116.01,3129.82,3091.3,3117.18,232972496,3117.18,14850.524614
20220920,3127.84,3140.03,3114.04,3122.41,219942534,3122.41,15949.800335999998
20220919,3122.75,3135.56,3101.22,3115.6,249113662,3115.6,14952.023850000001
20220916,3189.83,3191.83,3126.4,3126.4,316475893,3126.4,28875.389853
20220915,3248.97,3254.18,3174.39,3199.92,325206121,3199.92,26891.935447999997
20220914,3224.68,3250.8,3221.96,3237.54,255193365,3237.54,19524.701845999996
20220913,3272.05,3278.17,3259.66,3263.8,276189823,3263.8,13626.69093
20220909,3241.18,3266.2,3236.51,3262.05,283827665,3262.05,9487.572870000002
20220908,3245.56,3253.7,3233.8,3235.59,281680358,3235.59,11760.735946
20220907,3232.14,3253.77,3227.82,3246.29,301014466,3246.29,9026.919957999999
20220906,3207.93,3244.64,3203.82,3243.45,318869689,3243.45,13776.947224000001
20220905,3183.95,3199.91,3172.04,3199.91,280675633,3199.91,8775.029181
20220902,3189.64,3198.28,3173.79,3186.48,250456911,3186.48,8763.190545999998
20220901,3196.54,3214.56,3181.63,3184.98,274660541,3184.98,12636.186622000001
20220831,3216.53,3232.02,3184.39,3202.14,344408829,3202.14,12251.690918999997
20220830,3240.18,3243.75,3212.63,3227.22,294318914,3227.22,9564.68195
20220829,3203.1,3240.73,3199.0,3240.73,297015097,3240.73,15757.047756999998
20220826,3250.63,3266.27,3232.28,3236.22,309927554,3236.22,11140.695627000003
20220825,3223.46,3248.35,3199.12,3246.25,336196165,3246.25,11589.208954999998
20220824,3279.17,3281.88,3212.39,3215.2,366140577,3215.2,18696.125368999998
20220823,3274.43,3284.6,3262.63,3276.22,316566356,3276.22,10625.705499000002
20220822,3249.7,3278.17,3247.19,3277.79,314537869,3277.79,15571.579181999998
20220819,3275.62,3286.49,3258.06,3258.08,333535471,3258.08,11017.158227
20220818,3286.37,3289.14,3270.56,3277.54,301694778,3277.54,7179.042723
20220817,3282.1,3296.0,3263.35,3292.53,326124759,3292.53,7401.939891
20220816,3278.68,3295.02,3271.57,3277.88,303592274,3277.88,11618.659234000002
20220815,3268.37,3286.89,3261.82,3276.09,287106773,3276.09,14479.564394
20220812,3275.77,3288.22,3272.84,3276.89,299932928,3276.89,18316.616680999996
20220811,3243.47,3281.67,3237.9,3281.67,300605376,3281.67,16780.289899
20220810,3242.36,3253.17,3217.81,3230.02,257583592,3230.02,10511.246256
20220809,3235.74,3248.77,3227.54,3247.43,259605467,3247.43,8486.677031
20220808,3218.85,3237.97,3214.08,3236.93,254268050,3236.93,10166.258125
20220805,3195.23,3228.89,3184.45,3227.03,274683729,3227.03,8626.127736
20220804,3179.43,3191.0,3155.7,3189.04,260898943,3189.04,11989.137922999998
20220803,3188.89,3217.55,3159.46,3163.67,324885673,3163.67,17951.028929
20220802,3231.26,3231.26,3155.19,3186.27,394176168,3186.27,28168.968072999996
20220801,3246.62,3264.3,3225.55,3259.96,292204805,3259.96,7936.812913
20220729,3282.81,3294.8,3246.37,3253.24,307331047,3253.24,12509.832791
20220728,3287.5,3305.71,3277.11,3282.58,288055056,3282.58,11705.785637
20220727,3271.78,3282.57,3265.73,3275.76,249131485,3275.76,9376.379169
20220726,3254.19,3282.41,3246.04,3277.44,259468676,3277.44,7477.670225
20220725,3269.71,3273.18,3243.03,3250.39,271245744,3250.39,18805.646756000002
20220722,3276.2,3293.64,3246.73,3269.97,300690066,3269.97,10273.216319000001
20220721,3297.66,3300.53,3272.0,3272.0,332358707,3272.0,12473.914671
20220720,3291.55,3308.35,3287.74,3304.72,301515123,3304.72,11188.253076
20220719,3278.72,3283.93,3256.02,3279.43,315651918,3279.43,8557.536253999999
20220718,3235.09,3278.47,3226.23,3278.1,348346022,3278.1,10322.302338999998
20220715,3261.38,3288.92,3228.06,3228.06,380156371,3228.06,11448.816385
20220714,3277.45,3299.25,3261.49,3281.74,355926432,3281.74,15134.902567000001
20220713,3279.6,3297.02,3266.48,3284.29,331845669,3284.29,12378.642007
20220712,3307.22,3319.25,3277.08,3281.47,334600539,3281.47,14732.455290000002
20220711,3341.1,3341.1,3297.01,3313.58,342669193,3313.58,14156.256763999998
20220708,3380.37,3386.31,3354.12,3356.08,322921072,3356.08,9483.578123
20220707,3353.13,3375.86,3332.31,3364.4,334400202,3364.4,9628.668542
20220706,3391.03,3391.03,3333.1,3355.35,384630047,3355.35,16613.421917
20220705,3411.13,3424.84,3372.06,3404.03,411699672,3404.03,13967.431269
20220704,3381.82,3405.62,3364.09,3405.43,357737919,3405.43,9874.874732999999
20220701,3400.26,3404.05,3378.36,3387.64,350489299,3387.64,12240.791304999999
20220630,3358.93,3417.01,3358.93,3398.62,381243178,3398.62,10956.521859999997
20220629,3399.68,3414.65,3358.47,3361.52,440573559,3361.52,12559.734432
20220628,3377.68,3412.1,3358.87,3409.21,412056516,3409.21,10144.777702
20220627,3364.0,3393.31,3364.0,3379.19,414117738,3379.19,14477.752260000001
20220624,3324.74,3356.71,3322.95,3349.75,390819734,3349.75,10224.343468
20220623,3269.05,3320.15,3262.29,3320.15,400614211,3320.15,12495.020822999999
20220622,3309.12,3311.02,3266.54,3267.2,375529782,3267.2,12263.417134000003
20220621,3313.79,3329.39,3279.83,3306.72,394456891,3306.72,16572.490598
20220620,3315.78,3333.9,3292.93,3315.43,413460410,3315.43,12285.732653
20220617,3265.51,3323.28,3262.89,3316.79,395300700,3316.79,18695.816662
20220616,3306.84,3319.69,3277.53,3285.38,433220868,3285.38,11036.074527
20220615,3289.1,3358.55,3288.85,3305.41,550584131,3305.41,14841.997043999998
20220614,3224.21,3289.13,3195.82,3288.91,450388187,3288.91,14126.298153999998
20220613,3256.28,3272.99,3229.31,3255.55,438578312,3255.55,10874.420917
20220610,3214.18,3286.62,3210.81,3284.83,439865730,3284.83,12552.122957
20220609,3259.49,3270.56,3223.48,3238.95,422728372,3238.95,8477.976277
20220608,3245.02,3266.63,3216.01,3263.79,434183270,3263.79,9454.879918
20220607,3235.42,3253.09,3222.64,3241.76,402203220,3241.76,10912.599154999996
20220606,3196.96,3237.07,3181.65,3236.37,422027835,3236.37,15255.777258
20220602,3170.31,3197.28,3163.76,3195.46,361770632,3195.46,11260.918094999999
20220601,3179.69,3190.61,3160.04,3182.16,365664432,3182.16,8716.167367
20220531,3149.94,3188.6,3142.0,3186.43,374523265,3186.43,9597.848642
20220530,3141.96,3150.89,3123.15,3149.06,349362285,3149.06,7461.234515000001
20220527,3135.03,3151.05,3112.54,3130.24,359463866,3130.24,12310.944797
20220526,3111.48,3133.28,3079.48,3123.11,370305518,3123.11,13570.764195
20220525,3070.17,3107.63,3069.95,3107.46,342259227,3107.46,13118.114485999999
20220524,3149.06,3153.13,3070.93,3070.93,416312158,3070.93,17408.395565
20220523,3150.49,3150.51,3127.9,3146.86,353376325,3146.86,15604.280749000001
20220520,3107.09,3146.57,3107.09,3146.57,372336636,3146.57,16114.772455
20220519,3046.71,3096.96,3042.67,3096.96,336600749,3096.96,15299.023775
20220518,3095.89,3105.84,3071.3,3085.98,315037923,3085.98,10518.616619999999
20220517,3076.5,3093.7,3057.64,3093.7,330356537,3093.7,11752.608622000002
20220516,3100.55,3102.58,3063.4,3073.75,338108492,3073.75,9102.552615
20220513,3068.03,3086.1,3059.25,3084.28,331737852,3084.28,6965.7151109999995
20220512,3044.8,3072.16,3032.95,3054.99,344440477,3054.99,8456.359575999999
20220511,3035.39,3100.9,3034.67,3058.7,423991912,3058.7,18215.336526
20220510,2965.78,3043.78,2957.4,3035.84,370660980,3035.84,19025.665139000004
20220509,2990.2,3015.94,2983.61,3004.14,292061556,3004.14,9086.476865999999
20220506,3011.32,3030.69,2992.72,3001.56,343264218,3001.56,11464.048659
20220505,3044.85,3082.23,3042.12,3067.76,383072875,3067.76,10914.688482
20220429,2986.06,3048.49,2968.33,3047.06,423932794,3047.06,15900.905096
20220428,2945.81,2991.51,2936.79,2975.48,375371775,2975.48,14310.471053
20220427,2866.82,2959.18,2863.65,2958.28,423060191,2958.28,25172.055829999998
20220426,2930.45,2957.68,2878.26,2886.43,401615154,2886.43,38326.251049
20220425,3034.27,3043.82,2928.51,2928.51,433606108,2928.51,43824.279234
20220422,3058.4,3105.66,3049.36,3086.92,342000563,3086.92,13202.695421999999
20220421,3138.43,3160.9,3069.68,3079.81,391934694,3079.81,25176.509284
20220420,3189.89,3191.83,3142.05,3151.05,362047037,3151.05,12313.310542
20220419,3192.09,3207.83,3174.71,3194.03,339944104,3194.03,9166.040442
20220418,3185.94,3204.03,3166.98,3195.52,347365123,3195.52,7696.271269999999
20220415,3210.7,3229.87,3200.13,3211.24,407842082,3211.24,13571.535503999998
20220414,3203.63,3240.0,3200.23,3225.64,371242344,3225.64,8085.428891
20220413,3199.8,3225.47,3183.53,3186.82,391156925,3186.82,11134.945326000001
20220412,3165.12,3214.54,3140.9,3213.33,418321923,3213.33,12444.027047
20220411,3239.86,3239.86,3156.51,3167.13,424160185,3167.13,15480.676749999999
20220408,3239.88,3257.09,3208.35,3251.85,413826799,3251.85,8994.189876
20220407,3267.81,3290.26,3236.48,3236.7,402626660,3236.7,10707.298175999998
20220406,3269.43,3288.11,3255.69,3283.43,429642779,3283.43,6706.347472999999
20220401,3234.67,3287.23,3226.3,3282.72,378210460,3282.72,8710.260712000001
20220331,3256.14,3272.04,3246.06,3252.2,398439934,3252.2,10921.231741
20220330,3217.59,3266.6,3216.3,3266.6,366753677,3266.6,8496.728383999998
20220329,3216.01,3229.18,3196.46,3203.94,316273649,3203.94,13381.303044000002
20220328,3185.17,3230.22,3159.83,3214.5,344994873,3214.5,7609.028824999999
20220325,3247.16,3257.11,3211.64,3212.24,340020006,3212.24,9407.690529
20220324,3256.06,3266.89,3236.66,3250.26,329006654,3250.26,9008.068335999997
20220323,3264.79,3279.89,3251.98,3271.03,349875370,3271.03,22064.366547000005
20220322,3249.54,3279.11,3239.53,3259.86,361196158,3259.86,8197.691156
20220321,3255.62,3267.5,3223.39,3253.69,354228488,3253.69,10216.305257
20220318,3207.15,3260.78,3197.36,3251.07,373035611,3251.07,7465.586654000001
20220317,3215.01,3260.17,3202.93,3215.04,420813458,3215.04,13088.251186999998
20220316,3107.67,3177.79,3023.3,3170.71,444667189,3170.71,20325.851714
20220315,3192.36,3196.92,3063.97,3063.97,465037164,3063.97,29794.476951
20220314,3271.89,3297.8,3223.53,3223.53,337968687,3223.53,16865.830137999998
20220311,3259.32,3315.66,3217.42,3309.75,384067127,3309.75,10951.937285000004
20220310,3312.18,3326.58,3291.24,3296.09,378336376,3296.09,5001.056207
20220309,3303.71,3321.48,3147.68,3256.39,466285569,3256.39,18965.267122999998
20220308,3372.55,3383.63,3287.34,3293.53,415926766,3293.53,17764.648031
20220307,3438.56,3438.56,3360.74,3372.86,393588999,3372.86,12652.812479
20220304,3459.98,3474.88,3437.7,3447.65,393526581,3447.65,3471.391516
20220303,3495.93,3500.29,3473.34,3481.11,412594289,3481.11,5496.759252999999
20220302,3478.29,3486.62,3467.0,3484.19,329367684,3484.19,5951.452994
20220301,3471.36,3491.13,3465.72,3488.83,326001662,3488.83,3620.8933749999997
20220228,3450.32,3462.31,3425.52,3462.31,345838388,3462.31,5791.656642
20220225,3445.34,3480.18,3440.93,3451.41,377542556,3451.41,8031.770546
20220224,3474.37,3486.98,3400.21,3429.96,488354901,3429.96,6834.060499
20220223,3458.51,3490.76,3458.18,3489.15,325604895,3489.15,8849.131034999999
20220222,3473.29,3473.39,3437.67,3457.15,326279484,3457.15,10052.428744
20220221,3488.41,3492.2,3471.69,3490.61,301541740,3490.61,4822.227736
20220218,3451.63,3490.76,3447.03,3490.76,295149963,3490.76,8420.256752
20220217,3464.21,3480.97,3454.28,3468.04,297262682,3468.04,3796.943975
20220216,3457.07,3475.06,3453.8,3465.83,274993913,3465.83,8693.027727999997
20220215,3428.04,3447.49,3421.64,3446.09,275559322,3446.09,8186.985245999999
20220214,3451.85,3457.26,3415.45,3428.88,315274448,3428.88,7421.586544000001
20220211,3472.28,3500.15,3459.33,3462.95,361356090,3462.95,8927.244759
20220210,3481.91,3488.86,3464.22,3485.91,355666267,3485.91,10057.738687
20220209,3450.82,3484.74,3444.08,3479.95,350249936,3479.95,5053.263633000001
20220208,3428.54,3453.19,3390.46,3452.63,366093865,3452.63,4016.5071540000004
20220207,3407.76,3434.03,3407.76,3429.58,320485211,3429.58,4969.776952
20220128,3407.59,3417.05,3356.56,3361.44,290855257,3361.44,9130.169576999999
20220127,3456.1,3456.36,3392.02,3394.25,280606534,3394.25,25318.155936
20220126,3442.69,3462.12,3417.76,3455.67,275122828,3455.67,10060.906823
20220125,3509.28,3519.83,3433.06,3433.06,327353813,3433.06,15928.93339
20220124,3508.24,3531.61,3500.14,3524.11,280268342,3524.11,4051.531201
20220121,3546.75,3547.0,3514.89,3522.57,326534880,3522.57,13285.725289
20220120,3556.23,3576.26,3540.55,3555.06,379509846,3555.06,12108.637159
20220119,3567.63,3578.73,3541.66,3558.18,333235269,3558.18,7357.289852999999
20220118,3541.89,3579.31,3531.33,3569.91,377146435,3569.91,9719.367589000001
20220117,3522.09,3546.09,3519.43,3541.67,312886733,3541.67,7726.063915
20220114,3544.07,3548.42,3519.32,3521.26,376937024,3521.26,13417.580025000001
20220113,3601.03,3601.07,3555.16,3555.26,369368365,3555.26,13346.804989
20220112,3578.16,3599.5,3572.1,3597.43,343132956,3597.43,8686.812725
20220111,3589.9,3602.15,3562.75,3567.44,359761863,3567.44,9841.233944
20220110,3572.74,3593.52,3555.13,3593.52,356222610,3593.52,10247.796443
20220107,3588.99,3607.23,3577.1,3579.54,436306961,3579.54,26293.623205
20220106,3581.22,3594.49,3559.88,3586.08,371540543,3586.08,15191.50241
20220105,3628.26,3628.26,3583.47,3595.18,423902028,3595.18,12203.672564999999
20220104,3649.15,3651.89,3610.09,3632.33,405027769,3632.33,12140.155355
20211231,3626.24,3642.84,3624.94,3639.78,329681932,3639.78,9432.125909999999
20211230,3596.49,3628.92,3595.5,3619.19,307839291,3619.19,12997.716369
20211229,3630.92,3630.92,3596.32,3597.0,305131766,3597.0,9644.624333
20211228,3619.64,3631.08,3607.36,3630.11,316202242,3630.11,5995.841889
20211227,3613.05,3632.19,3601.94,3615.97,329235293,3615.97,11320.025554000002
20211224,3645.39,3648.96,3612.07,3618.05,390347625,3618.05,10654.851448
20211223,3625.47,3643.55,3618.05,3643.34,382925734,3643.34,12535.678096
20211222,3632.68,3635.9,3616.55,3622.62,394825177,3622.62,5655.4643559999995
20211221,3591.45,3627.09,3591.45,3625.13,408184348,3625.13,12568.965388
20211220,3620.04,3643.95,3589.36,3593.6,423851410,3593.6,11708.736064
20211217,3670.26,3673.65,3631.66,3632.36,408487837,3632.36,13799.459799000002
20211216,3648.93,3675.02,3644.66,3675.02,381329507,3675.02,14059.151276
20211215,3655.05,3668.4,3645.24,3647.63,377477667,3647.63,5177.723774000002
20211214,3669.81,3671.68,3654.66,3661.53,362171934,3661.53,11268.08703
20211213,3686.94,3708.94,3678.06,3681.08,424092009,3681.08,9630.618609
20211210,3654.37,3667.85,3651.35,3666.35,419988801,3666.35,14429.710141000001
20211209,3641.16,3688.4,3638.7,3673.04,431918157,3673.04,13038.032433
20211208,3602.82,3637.72,3591.99,3637.57,361036657,3637.57,8916.611751999999
20211207,3611.22,3614.22,3572.57,3595.09,403842594,3595.09,7805.733636000001
20211206,3615.24,3626.13,3586.81,3589.31,418676743,3589.31,7044.950589
20211203,3576.45,3608.47,3573.21,3607.43,377551048,3607.43,8102.732986
20211202,3573.25,3586.87,3567.14,3573.84,354041524,3573.84,12090.640048000001
20211201,3561.89,3576.89,3558.69,3576.89,329873517,3576.89,10009.434659999999
20211130,3570.75,3582.11,3546.36,3563.89,349187938,3563.89,10836.423705000001
20211129,3528.67,3563.68,3526.36,3562.7,333618331,3562.7,5461.729383000001
20211126,3576.11,3576.11,3554.88,3564.09,301000066,3564.09,6991.838262
20211125,3593.39,3597.15,3579.53,3584.18,306451518,3584.18,10008.991704
20211124,3590.02,3602.74,3575.29,3592.7,336775246,3592.7,8967.964062000001
20211123,3580.51,3598.37,3577.36,3589.09,360011593,3589.09,8594.748983000001
20211122,3562.76,3585.19,3562.75,3582.08,330009385,3582.08,9743.568420000003
20211119,3519.28,3561.91,3517.65,3560.37,317989976,3560.37,7457.431445
20211118,3531.49,3537.98,3513.11,3520.71,312426927,3520.71,5052.393787999999
20211117,3518.56,3537.51,3513.52,3537.37,276735671,3537.37,10191.291882000001
20211116,3530.46,3549.77,3517.81,3521.79,310399909,3521.79,5238.119792999999
20211115,3542.9,3550.44,3521.29,3533.3,313017612,3533.3,4298.23364
20211112,3534.15,3543.65,3527.39,3539.1,308683354,3539.1,2461.190083
20211111,3486.45,3534.2,3482.83,3532.79,322087957,3532.79,7366.761541999999
20211110,3498.94,3498.94,3448.44,3492.46,307030708,3492.46,13066.025737
20211109,3507.11,3514.95,3489.04,3507.0,287315989,3507.0,8212.391173
20211108,3491.97,3507.27,3484.24,3498.63,298183722,3498.63,6395.826761
20211105,3520.21,3525.87,3491.46,3491.57,354533565,3491.57,4902.246961999999
20211104,3505.89,3527.95,3503.01,3526.87,319440829,3526.87,8638.321788
20211103,3501.11,3512.61,3480.49,3498.54,306607669,3498.54,9909.741499
20211102,3543.38,3559.05,3477.66,3505.63,417563173,3505.63,13655.908922
20211101,3530.4,3556.59,3519.29,3544.48,382251325,3544.48,6302.624824
20211029,3519.33,3547.34,3502.8,3547.34,358809377,3547.34,8670.11495
20211028,3548.7,3552.04,3509.49,3518.42,378171666,3518.42,13392.340661999999
20211027,3589.86,3589.86,3553.13,3562.31,350620940,3562.31,7794.864084000001
20211026,3612.83,3625.02,3589.71,3597.64,337278291,3597.64,5896.994445
20211025,3574.26,3611.09,3564.21,3609.86,321196816,3609.86,6033.017876
20211022,3594.75,3607.58,3578.76,3582.6,353157203,3582.6,5002.525323999999
20211021,3590.05,3610.96,3576.35,3594.78,352310867,3594.78,6895.693764
20211020,3583.24,3596.05,3574.3,3587.0,344245008,3587.0,2235.136954
20211019,3562.3,3596.79,3560.62,3593.15,334197652,3593.15,2251.088553
20211018,3571.05,3571.05,3539.48,3568.14,340950616,3568.14,4353.570068
20211015,3551.99,3578.77,3542.69,3572.37,320292984,3572.37,4477.354464
20211014,3555.11,3569.69,3547.18,3558.28,294969196,3558.28,5402.559322000001
20211013,3543.49,3569.13,3515.65,3561.76,325050667,3561.76,5573.956642000001
20211012,3581.3,3583.64,3515.14,3546.94,405393748,3546.94,13657.567379999999
20211011,3600.36,3614.7,3586.75,3591.71,394361159,3591.71,5170.006831
20211008,3609.09,3612.55,3571.73,3592.17,407161148,3592.17,5701.7898399999995
20210930,3541.93,3572.43,3541.93,3568.17,395629626,3568.17,3716.503208
20210929,3573.52,3573.52,3518.05,3536.29,452511151,3536.29,9613.617845
20210928,3577.89,3610.92,3568.82,3602.22,444168807,3602.22,5811.018753000001
20210927,3625.96,3640.81,3559.92,3582.83,510802795,3582.83,8364.139137
20210924,3637.87,3651.43,3607.79,3613.07,507304772,3613.07,15150.674672
20210923,3651.27,3670.95,3632.28,3642.22,534995486,3642.22,9125.388549
20210922,3563.21,3629.45,3560.5,3628.49,472296053,3628.49,7734.621959
20210917,3595.27,3620.96,3569.27,3613.97,516850210,3613.97,10067.943664
20210916,3664.84,3677.92,3606.73,3607.09,546741474,3607.09,14570.920094000003
20210915,3651.16,3677.53,3638.32,3656.22,474970001,3656.22,10434.168678
20210914,3709.63,3723.85,3655.63,3662.6,564952386,3662.6,13404.760110000001
20210913,3699.25,3716.83,3692.82,3715.37,557484019,3715.37,6988.287534
20210910,3691.19,3722.87,3681.64,3703.11,635200433,3703.11,8884.728289
20210909,3666.82,3693.45,3662.16,3693.13,604810330,3693.13,10930.529342
20210908,3673.4,3695.32,3661.0,3675.19,586436193,3675.19,9289.103799
20210907,3621.71,3681.93,3615.14,3676.59,547721875,3676.59,10413.033018999999
20210906,3580.14,3626.29,3580.14,3621.86,521713276,3621.86,8016.035610999998
20210903,3602.74,3613.95,3569.4,3581.73,614532353,3581.73,7959.079228999999
20210902,3559.9,3597.37,3557.68,3597.04,572684039,3597.04,8193.270668
20210901,3543.87,3582.32,3514.67,3567.1,667276305,3567.1,7798.8992849999995
20210831,3519.02,3543.94,3496.39,3543.94,524205056,3543.94,9358.945190999999
20210830,3535.07,3539.49,3512.99,3528.15,512785716,3528.15,5651.127322
20210827,3494.42,3530.19,3493.38,3522.16,455345906,3522.16,11948.450551999998
20210826,3537.31,3537.32,3499.45,3501.66,502903147,3501.66,8783.36119
20210825,3517.92,3540.39,3510.07,3540.38,450047019,3540.38,6824.865699
20210824,3482.27,3522.7,3481.14,3514.47,430236463,3514.47,9697.529875
20210823,3436.8,3481.25,3436.67,3477.13,384727440,3477.13,12067.090613
20210820,3442.51,3453.15,3394.97,3427.33,391136918,3427.33,15395.748564999998
20210819,3475.3,3480.46,3446.01,3465.55,382383031,3465.55,9693.793381999998
20210818,3442.35,3487.44,3437.69,3485.29,389203756,3485.29,11251.904132
20210817,3512.11,3531.72,3438.12,3446.98,422885804,3446.98,12700.014648000002
20210816,3514.34,3537.85,3510.9,3517.34,391099721,3517.34,8493.233918
20210813,3514.47,3540.08,3500.8,3516.3,378187282,3516.3,12977.816412999999
20210812,3522.72,3538.4,3513.45,3524.74,381074593,3524.74,9382.829238
20210811,3527.11,3544.09,3524.04,3532.62,383783554,3532.62,8185.523445999999
20210810,3488.66,3529.93,3477.06,3529.93,345112992,3529.93,6588.528194
20210809,3441.75,3502.84,3438.7,3494.63,349910094,3494.63,6997.957240999999
20210806,3465.48,3466.39,3436.93,3458.23,336824400,3458.23,5581.895189000001
20210805,3461.72,3486.16,3449.39,3466.55,348436922,3466.55,9370.727034000001
20210804,3442.94,3477.6,3440.78,3477.22,348744218,3477.22,8950.478192999999
20210803,3446.78,3470.66,3435.46,3447.99,400698081,3447.99,6905.1898280000005
20210802,3385.69,3464.29,3367.64,3464.29,432927871,3464.29,6644.377982
20210730,3398.2,3404.88,3370.45,3397.36,381440956,3397.36,8104.884114000001
20210729,3403.84,3416.61,3382.57,3411.72,344569428,3411.72,8956.211468
20210728,3355.82,3385.54,3312.72,3361.59,395825419,3361.59,12760.973609999997
20210727,3467.45,3483.87,3380.28,3381.18,469075443,3381.18,22736.985271999998
